period,position,final_seniority,final_salary,frequency
2022_H1,Data Scientist,Весь досвід,3500 - 4000 nan nan,10
2022_H1,Data Scientist,Весь досвід,3500 - 4000 nan nan,10
2022_H1,Data Scientist,Весь досвід,3500 - 4000 nan nan,10
2022_H1,Data Scientist,Весь досвід,3500 - 4000 nan nan,10
2022_H1,Data Scientist,Весь досвід,3500 - 4000 nan nan,10
2022_H1,Data Scientist,Весь досвід,3000 - 3500 nan nan,9
2022_H1,Data Scientist,Весь досвід,3000 - 3500 nan nan,9
2022_H1,Data Scientist,Весь досвід,3000 - 3500 nan nan,9
2022_H1,Data Scientist,Весь досвід,3000 - 3500 nan nan,9
2022_H1,Data Scientist,Весь досвід,3000 - 3500 nan nan,9
2022_H1,Data Scientist,Весь досвід,3000 - 3500 nan nan,9
2022_H1,Data Scientist,Весь досвід,3000 - 3500 nan nan,9
2022_H1,Data Scientist,Весь досвід,3000 - 3500 nan nan,9
2022_H1,Data Scientist,Весь досвід,3000 - 3500 nan nan,9
2022_H1,Data Scientist,Весь досвід,2500 - 3000 nan nan,6
2022_H1,Data Scientist,Весь досвід,2500 - 3000 nan nan,6
2022_H1,Data Scientist,Весь досвід,2500 - 3000 nan nan,6
2022_H1,Data Scientist,Весь досвід,2500 - 3000 nan nan,6
2022_H1,Data Scientist,Весь досвід,2500 - 3000 nan nan,6
2022_H1,Data Scientist,Весь досвід,2500 - 3000 nan nan,6
2022_H1,Data Scientist,Весь досвід,2000 - 2500 nan nan,11
2022_H1,Data Scientist,Весь досвід,2000 - 2500 nan nan,11
2022_H1,Data Scientist,Весь досвід,2000 - 2500 nan nan,11
2022_H1,Data Scientist,Весь досвід,2000 - 2500 nan nan,11
2022_H1,Data Scientist,Весь досвід,2000 - 2500 nan nan,11
2022_H1,Data Scientist,Весь досвід,2000 - 2500 nan nan,11
2022_H1,Data Scientist,Весь досвід,2000 - 2500 nan nan,11
2022_H1,Data Scientist,Весь досвід,2000 - 2500 nan nan,11
2022_H1,Data Scientist,Весь досвід,2000 - 2500 nan nan,11
2022_H1,Data Scientist,Весь досвід,2000 - 2500 nan nan,11
2022_H1,Data Scientist,Весь досвід,2000 - 2500 nan nan,11
2022_H1,Data Scientist,Весь досвід,1500 - 2000 nan nan,11
2022_H1,Data Scientist,Весь досвід,1500 - 2000 nan nan,11
2022_H1,Data Scientist,Весь досвід,1500 - 2000 nan nan,11
2022_H1,Data Scientist,Весь досвід,1500 - 2000 nan nan,11
2022_H1,Data Scientist,Весь досвід,1500 - 2000 nan nan,11
2022_H1,Data Scientist,Весь досвід,1500 - 2000 nan nan,11
2022_H1,Data Scientist,Весь досвід,1500 - 2000 nan nan,11
2022_H1,Data Scientist,Весь досвід,1500 - 2000 nan nan,11
2022_H1,Data Scientist,Весь досвід,1500 - 2000 nan nan,11
2022_H1,Data Scientist,Весь досвід,1500 - 2000 nan nan,11
2022_H1,Data Scientist,Весь досвід,1500 - 2000 nan nan,11
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,22
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,22
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,22
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,22
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,22
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,22
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,22
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,22
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,22
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,22
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,22
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,22
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,22
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,22
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,22
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,22
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,22
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,22
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,22
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,22
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,22
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,22
2022_H1,Data Scientist,Весь досвід,0 - 500 nan nan,3
2022_H1,Data Scientist,Весь досвід,0 - 500 nan nan,3
2022_H1,Data Scientist,Весь досвід,0 - 500 nan nan,3
2022_H1,Data Scientist,Весь досвід,3500 - 4000 nan nan,1
2022_H1,Data Scientist,Весь досвід,500 - 1000 nan nan,2
2022_H1,Data Scientist,Весь досвід,500 - 1000 nan nan,2
2022_H1,Data Scientist,Весь досвід,3500 - 4000 nan nan,1
2022_H1,Data Scientist,4-6 років,2000 - 2500 nan nan,2
2022_H1,Data Scientist,4-6 років,2000 - 2500 nan nan,2
2022_H1,Data Scientist,Весь досвід,6500 + nan nan,2
2022_H1,Data Scientist,Весь досвід,6500 + nan nan,2
2022_H1,Data Scientist,Весь досвід,5500 - 6000 nan nan,1
2022_H1,Data Scientist,Весь досвід,6000 - 6500 nan nan,2
2022_H1,Data Scientist,Весь досвід,6000 - 6500 nan nan,2
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,1
2022_H1,Data Scientist,Весь досвід,5000 - 5500 nan nan,2
2022_H1,Data Scientist,Весь досвід,5000 - 5500 nan nan,2
2022_H1,Data Scientist,Весь досвід,0 - 500 nan nan,1
2022_H1,Data Scientist,До року,500 - 1000 nan nan,8
2022_H1,Data Scientist,До року,500 - 1000 nan nan,8
2022_H1,Data Scientist,До року,500 - 1000 nan nan,8
2022_H1,Data Scientist,До року,500 - 1000 nan nan,8
2022_H1,Data Scientist,До року,500 - 1000 nan nan,8
2022_H1,Data Scientist,До року,500 - 1000 nan nan,8
2022_H1,Data Scientist,До року,500 - 1000 nan nan,8
2022_H1,Data Scientist,До року,500 - 1000 nan nan,8
2022_H1,Data Scientist,До року,1500 - 2000 nan nan,1
2022_H1,Data Scientist,До року,1000 - 1500 nan nan,14
2022_H1,Data Scientist,До року,1000 - 1500 nan nan,14
2022_H1,Data Scientist,До року,1000 - 1500 nan nan,14
2022_H1,Data Scientist,До року,1000 - 1500 nan nan,14
2022_H1,Data Scientist,До року,1000 - 1500 nan nan,14
2022_H1,Data Scientist,До року,1000 - 1500 nan nan,14
2022_H1,Data Scientist,До року,1000 - 1500 nan nan,14
2022_H1,Data Scientist,До року,1000 - 1500 nan nan,14
2022_H1,Data Scientist,До року,1000 - 1500 nan nan,14
2022_H1,Data Scientist,До року,1000 - 1500 nan nan,14
2022_H1,Data Scientist,До року,1000 - 1500 nan nan,14
2022_H1,Data Scientist,До року,1000 - 1500 nan nan,14
2022_H1,Data Scientist,До року,1000 - 1500 nan nan,14
2022_H1,Data Scientist,До року,1000 - 1500 nan nan,14
2022_H1,Data Scientist,До року,0 - 500 nan nan,2
2022_H1,Data Scientist,До року,0 - 500 nan nan,2
2022_H1,Data Scientist,7-10 років,6500 + nan nan,3
2022_H1,Data Scientist,7-10 років,6500 + nan nan,3
2022_H1,Data Scientist,7-10 років,6500 + nan nan,3
2022_H1,Data Scientist,7-10 років,6000 - 6500 nan nan,1
2022_H1,Data Scientist,7-10 років,5500 - 6000 nan nan,1
2022_H1,Data Scientist,7-10 років,4000 - 4500 nan nan,3
2022_H1,Data Scientist,7-10 років,4000 - 4500 nan nan,3
2022_H1,Data Scientist,7-10 років,4000 - 4500 nan nan,3
2022_H1,Data Scientist,7-10 років,3000 - 3500 nan nan,1
2022_H1,Data Scientist,4-6 років,6500 + nan nan,4
2022_H1,Data Scientist,4-6 років,6500 + nan nan,4
2022_H1,Data Scientist,4-6 років,6500 + nan nan,4
2022_H1,Data Scientist,4-6 років,6500 + nan nan,4
2022_H1,Data Scientist,4-6 років,6000 - 6500 nan nan,3
2022_H1,Data Scientist,4-6 років,6000 - 6500 nan nan,3
2022_H1,Data Scientist,4-6 років,6000 - 6500 nan nan,3
2022_H1,Data Scientist,4-6 років,5500 - 6000 nan nan,1
2022_H1,Data Scientist,4-6 років,5000 - 5500 nan nan,4
2022_H1,Data Scientist,4-6 років,5000 - 5500 nan nan,4
2022_H1,Data Scientist,4-6 років,5000 - 5500 nan nan,4
2022_H1,Data Scientist,4-6 років,5000 - 5500 nan nan,4
2022_H1,Data Scientist,4-6 років,4500 - 5000 nan nan,3
2022_H1,Data Scientist,4-6 років,4500 - 5000 nan nan,3
2022_H1,Data Scientist,4-6 років,4500 - 5000 nan nan,3
2022_H1,Data Scientist,4-6 років,4000 - 4500 nan nan,3
2022_H1,Data Scientist,4-6 років,4000 - 4500 nan nan,3
2022_H1,Data Scientist,4-6 років,4000 - 4500 nan nan,3
2022_H1,Data Scientist,4-6 років,3500 - 4000 nan nan,8
2022_H1,Data Scientist,4-6 років,3500 - 4000 nan nan,8
2022_H1,Data Scientist,4-6 років,3500 - 4000 nan nan,8
2022_H1,Data Scientist,4-6 років,3500 - 4000 nan nan,8
2022_H1,Data Scientist,4-6 років,3500 - 4000 nan nan,8
2022_H1,Data Scientist,4-6 років,3500 - 4000 nan nan,8
2022_H1,Data Scientist,4-6 років,3500 - 4000 nan nan,8
2022_H1,Data Scientist,4-6 років,3500 - 4000 nan nan,8
2022_H1,Data Scientist,4-6 років,3000 - 3500 nan nan,4
2022_H1,Data Scientist,4-6 років,3000 - 3500 nan nan,4
2022_H1,Data Scientist,4-6 років,3000 - 3500 nan nan,4
2022_H1,Data Scientist,4-6 років,3000 - 3500 nan nan,4
2022_H1,Data Scientist,Весь досвід,5500 - 6000 nan nan,1
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,2
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,2
2022_H1,Data Scientist,Весь досвід,2000 - 2500 nan nan,1
2022_H1,Data Scientist,7-10 років,2500 - 3000 nan nan,1
2022_H1,Data Scientist,Весь досвід,3000 - 3500 nan nan,1
2022_H1,Data Scientist,Весь досвід,500 - 1000 nan nan,3
2022_H1,Data Scientist,Весь досвід,500 - 1000 nan nan,3
2022_H1,Data Scientist,Весь досвід,500 - 1000 nan nan,3
2022_H1,Data Scientist,Весь досвід,2500 - 3000 nan nan,1
2022_H1,Data Scientist,Весь досвід,4000 - 4500 nan nan,3
2022_H1,Data Scientist,Весь досвід,4000 - 4500 nan nan,3
2022_H1,Data Scientist,Весь досвід,4000 - 4500 nan nan,3
2022_H1,Data Scientist,Весь досвід,3500 - 4000 nan nan,2
2022_H1,Data Scientist,Весь досвід,3500 - 4000 nan nan,2
2022_H1,Data Scientist,Весь досвід,3000 - 3500 nan nan,3
2022_H1,Data Scientist,Весь досвід,3000 - 3500 nan nan,3
2022_H1,Data Scientist,Весь досвід,3000 - 3500 nan nan,3
2022_H1,Data Scientist,Весь досвід,2500 - 3000 nan nan,3
2022_H1,Data Scientist,Весь досвід,2500 - 3000 nan nan,3
2022_H1,Data Scientist,Весь досвід,2500 - 3000 nan nan,3
2022_H1,Data Scientist,Весь досвід,1500 - 2000 nan nan,3
2022_H1,Data Scientist,Весь досвід,1500 - 2000 nan nan,3
2022_H1,Data Scientist,Весь досвід,1500 - 2000 nan nan,3
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,9
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,9
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,9
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,9
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,9
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,9
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,9
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,9
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,9
2022_H1,Data Scientist,Весь досвід,0 - 500 nan nan,1
2022_H1,Data Scientist,Весь досвід,2000 - 2500 nan nan,2
2022_H1,Data Scientist,Весь досвід,2000 - 2500 nan nan,2
2022_H1,Data Scientist,Весь досвід,3500 - 4000 nan nan,1
2022_H1,Data Scientist,Весь досвід,1500 - 2000 nan nan,1
2022_H1,Data Scientist,Весь досвід,1000 - 1500 nan nan,1
2022_H1,Data Scientist,Весь досвід,500 - 1000 nan nan,1
2022_H1,Data Scientist,Весь досвід,1500 - 2000 nan nan,1
2022_H1,Data Scientist,Весь досвід,6500 + nan nan,1
2022_H1,Data Scientist,Весь досвід,5500 - 6000 nan nan,1
2022_H1,Data Scientist,Весь досвід,4500 - 5000 nan nan,1
2022_H1,Data Scientist,Весь досвід,500 - 1000 nan nan,1
2022_H1,Data Scientist,Весь досвід,3500 - 4000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,5250 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,800 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Tech Lead,5200 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,5000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,1200 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,2300 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Немає тайтлу,1100 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,7000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,900 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,3000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Немає тайтлу,1800 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,2665 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,1700 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,4600 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Head,5000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Немає тайтлу,3500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Head,3520 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,2800 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,700 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Немає тайтлу,3600 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,730 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,800 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,1200 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Tech Lead,4000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,2400 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,2300 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,900 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,3800 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Немає тайтлу,3500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,3500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,800 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Team Lead,8000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,5600 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Немає тайтлу,1408 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,3000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,1000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,3000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,4600 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Intern/Trainee,700 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Немає тайтлу,3800 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,1150 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,3200 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Немає тайтлу,2000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Немає тайтлу,1500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,800 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,1200 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Немає тайтлу,3000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,4200 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,4200 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,5650 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,950 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,6100 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,2500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,5000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Немає тайтлу,7400 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,1800 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,3700 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,1200 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,3500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Intern/Trainee,950 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Tech Lead,6900 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,2000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,2000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,2400 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,9000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,5000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Немає тайтлу,4000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,5500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,720 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,3760 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Немає тайтлу,2500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,1350 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,4322 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Немає тайтлу,5000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,5300 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,1800 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Tech Lead,7200 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,240 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,8000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,2800 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,2500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,3300 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,4000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,5000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,900 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,2000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Team Lead,3100 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,6000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,800 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,2500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,4800 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Intern/Trainee,260 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,2400 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,2000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,950 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,780 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,600 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,3000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,1500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,3600 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,4000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,911 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,2000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,1500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Немає тайтлу,4500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,2450 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,5700 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,3700 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,1080 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,3500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,8000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,4000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,2500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,3000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,1300 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Немає тайтлу,8000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,4930 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,1475 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,1800 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,5300 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,850 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,4845 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Manager,8000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,780 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,4100 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,3300 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,2500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Manager,6800 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,4500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,5200 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,2200 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,5500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Немає тайтлу,1710 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,1900 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,4500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Немає тайтлу,10600 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,1500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Немає тайтлу,550 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,7000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Немає тайтлу,2350 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,6500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Немає тайтлу,2650 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Intern/Trainee,450 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Tech Lead,7300 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,5200 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,950 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,700 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Немає тайтлу,1500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,1500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,1200 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,760 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Head,10000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Team Lead,5500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Team Lead,5500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Немає тайтлу,3100 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,3700 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Tech Lead,5400 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Tech Lead,5000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,4000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,5100 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,5400 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,1500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,4500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,9000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,5050 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,2500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,1300 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,4500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,800 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,800 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,6270 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Intern/Trainee,500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Немає тайтлу,5700 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,5432 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,1200 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,2000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,2370 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Немає тайтлу,2800 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,7100 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,1800 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,6200 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Немає тайтлу,4500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Senior,3500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,3000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Немає тайтлу,3000 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,2900 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Intern/Trainee,500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,2500 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,2990 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Middle,1300 nan nan,1
2022_H2,"Data Science, Machine Learning, Big Data",Junior,1100 nan nan,1
